Time,Arduino_hall_probe/TEMP:TEMP,time,mag
1752881344,22.12,1752881344,0.29353000000000007
1752881346,22.1,1752881346,-0.349172
1752881348,22.17,1752881348,-0.334892
1752881350,22.19,1752881350,-0.34499
1752881352,22.34,1752881352,0.2792500000000002
1752881354,22.17,1752881354,-0.35519
1752881356,22.34,1752881356,0.2843500000000003
1752881358,22.17,1752881358,-0.353252
1752881360,22.34,1752881360,1.54405
1752881362,22.42,1752881362,2.2407100000000004
1752881364,22.04,1752881364,2.1274900000000003
1752881366,22.09,1752881366,2.04487
1752881368,22.15,1752881368,1.94185
1752881370,22.1,1752881370,1.97653
1752881372,22.05,1752881372,1.94185
1752881374,22,1752881374,1.89697
1752881376,22.12,1752881376,1.9408300000000005
1752881378,22.02,1752881378,1.9489899999999998
1752881380,22.05,1752881380,1.9602100000000005
1752881382,22.07,1752881382,2.0030500000000004
1752881384,22,1752881384,1.9714300000000002
1752881386,21.96,1752881386,1.9489899999999998
1752881388,22.17,1752881388,1.9530699999999999
1752881390,22.12,1752881390,1.97653
1752881392,22.05,1752881392,1.9877500000000006
1752881394,22.07,1752881394,1.97653
1752881396,22.07,1752881396,0.09871
1752881398,21.97,1752881398,0.33331000000000044
1752881400,22.27,1752881400,0.35473000000000043
1752881402,22.02,1752881402,0.27109000000000005
1752881404,22.04,1752881404,0.25987000000000027
1752881406,22.22,1752881406,0.2180500000000003
1752881408,22.15,1752881408,0.19357000000000024
1752881410,21.96,1752881410,0.16603000000000012
1752881412,22.15,1752881412,0.15175000000000027
1752881414,22.2,1752881414,0.12013000000000007
1752881416,22.1,1752881416,0.10687000000000024
1752881418,22.05,1752881418,0.10279000000000016
1752881420,22.12,1752881420,0.038530000000000175
1752881422,22.25,1752881422,0.09259
1752881424,22.15,1752881424,0.054850000000000065
1752881426,22.35,1752881426,0.09463
1752881428,22.15,1752881428,0.055870000000000086
1752881430,22.14,1752881430,0.02629
1752881432,22.32,1752881432,0.027309999999999945
1752881434,22.02,1752881434,0.09259
1752881436,22.14,1752881436,-0.18587
1752881438,22.14,1752881438,0.00895
1752881440,22.15,1752881440,-0.15119
1752881442,22.19,1752881442,-0.23075
1752881444,22.15,1752881444,-0.22055
1752881446,22.07,1752881446,-0.25319
1752881448,22.24,1752881448,-0.26339
1752881450,22.04,1752881450,-0.26543
1752881452,22.24,1752881452,-0.25625
1752881454,22.02,1752881454,-0.24707
1752881456,22.27,1752881456,-0.27359
1752881458,22.19,1752881458,-0.24095
1752881460,22.24,1752881460,-0.25829
1752881462,22.27,1752881462,-0.23993
