Time,Arduino_hall_probe/TEMP:TEMP,time,mag
1746224825,21.77,1746224825,157.92840999999999
1746224827,21.72,1746224827,157.91923
1746224829,21.81,1746224829,158.18953
1746224830,21.82,1746224830,157.80193
1746224832,21.86,1746224832,184.03020999999998
1746224834,21.82,1746224834,183.03571
1746224836,21.77,1746224836,183.42331
1746224838,21.64,1746224838,183.44370999999998
1746224840,21.79,1746224840,183.66199
1746224842,21.74,1746224842,185.97432999999998
1746224844,21.82,1746224844,186.08041
1746224846,21.91,1746224846,186.04980999999998
1746224848,21.87,1746224848,186.21811
1746224850,21.86,1746224850,171.86977
1746224852,21.76,1746224852,94.70575000000001
1746224854,21.81,1746224854,94.89547
1746224856,22.1,1746224856,91.59883
1746224858,21.96,1746224858,94.12129
1746224860,22.09,1746224860,91.78753
1746224862,21.86,1746224862,91.15309
1746224864,21.89,1746224864,91.12657
1746224866,21.81,1746224866,91.10005000000001
1746224868,21.71,1746224868,91.72735
1746224870,21.76,1746224870,91.39279
1746224872,21.76,1746224872,94.31101000000001
1746224874,21.82,1746224874,94.18759
1746224876,21.86,1746224876,94.28959
1746224878,21.72,1746224878,94.40077000000001
1746224880,21.67,1746224880,94.76899
1746224882,21.86,1746224882,94.55887
1746224884,21.72,1746224884,94.89343000000001
1746224886,21.81,1746224886,94.66189
1746224888,21.67,1746224888,95.51665
1746224890,21.81,1746224890,95.30653000000001
1746224892,21.92,1746224892,96.59071
1746224894,21.71,1746224894,96.63967000000001
1746224896,21.57,1746224896,96.89977
1746224898,21.79,1746224898,96.46831
1746224900,21.89,1746224900,94.63945000000001
1746224902,21.86,1746224902,45.71515
1746224904,21.76,1746224904,42.67657
1746224906,21.71,1746224906,42.97951
1746224908,21.87,1746224908,44.45749
1746224910,21.74,1746224910,42.82957
1746224912,21.71,1746224912,42.88465
1746224914,21.74,1746224914,42.51439
1746224916,21.76,1746224916,42.67147
1746224918,21.92,1746224918,45.32347
1746224920,21.86,1746224920,45.15415
1746224922,22,1746224922,42.94789
1746224924,21.79,1746224924,45.36121
1746224926,21.96,1746224926,43.19269
1746224928,21.74,1746224928,42.72145
1746224930,21.72,1746224930,42.71125
1746224932,21.82,1746224932,42.289989999999996
1746224934,21.74,1746224934,42.53785
1746224936,21.87,1746224936,42.46237
1746224938,21.84,1746224938,42.69289
1746224940,21.57,1746224940,44.53297
1746224942,21.71,1746224942,42.49093
1746224944,21.76,1746224944,42.49807
1746224946,21.79,1746224946,43.85161
1746224948,21.81,1746224948,44.96443
1746224950,21.82,1746224950,41.40259
1746224952,21.82,1746224952,21.57481
1746224954,21.94,1746224954,20.11009
1746224956,21.82,1746224956,19.31347
1746224958,21.81,1746224958,19.47769
1746224960,21.71,1746224960,19.574589999999997
1746224962,21.79,1746224962,19.49299
1746224964,21.76,1746224964,19.582749999999997
1746224966,21.74,1746224966,19.66333
1746224968,21.81,1746224968,19.54093
1746224970,21.67,1746224970,19.584789999999998
1746224972,21.69,1746224972,19.68679
1746224974,21.72,1746224974,19.39405
1746224976,21.77,1746224976,19.22065
1746224978,21.76,1746224978,19.54093
1746224980,21.69,1746224980,19.762269999999997
1746224982,21.92,1746224982,19.71433
1746224984,21.72,1746224984,21.968529999999998
1746224986,21.81,1746224986,19.75819
1746224988,21.87,1746224988,19.87651
1746224990,21.72,1746224990,19.93159
1746224992,21.81,1746224992,19.74187
1746224994,21.72,1746224994,22.09909
1746224996,21.67,1746224996,19.79899
1746224998,21.67,1746224998,19.49197
1746225000,21.76,1746225000,19.59601
1746225002,21.72,1746225002,19.675569999999997
1746225004,21.74,1746225004,9.23995
1746225006,21.67,1746225006,11.54923
1746225008,21.84,1746225008,12.44581
1746225010,21.69,1746225010,12.35911
1746225012,21.66,1746225012,12.234670000000001
1746225014,21.79,1746225014,12.226510000000001
1746225016,21.69,1746225016,12.29383
1746225018,21.57,1746225018,12.20203
1746225020,21.67,1746225020,12.046990000000001
1746225022,21.47,1746225022,11.937850000000001
1746225024,21.61,1746225024,12.08065
1746225026,21.54,1746225026,12.086770000000001
1746225028,21.49,1746225028,12.11125
1746225030,21.61,1746225030,12.132670000000001
1746225032,21.52,1746225032,12.16735
1746225034,21.49,1746225034,12.277510000000001
1746225036,21.51,1746225036,12.281590000000001
1746225038,21.59,1746225038,12.05821
1746225040,21.67,1746225040,12.097990000000001
1746225042,21.46,1746225042,12.09697
1746225044,21.47,1746225044,12.10513
1746225046,21.76,1746225046,12.09595
1746225048,21.61,1746225048,12.17347
1746225050,21.67,1746225050,11.72671
1746225052,21.71,1746225052,6.68281
1746225054,21.72,1746225054,6.2982700000000005
1746225056,21.72,1746225056,5.96983
1746225058,21.69,1746225058,5.93107
1746225059,21.69,1746225059,7.99963
1746225061,21.61,1746225061,6.190150000000001
1746225063,21.67,1746225063,6.23809
1746225065,21.81,1746225065,6.244210000000001
1746225067,21.76,1746225067,6.296230000000001
1746225069,21.82,1746225069,6.2788900000000005
1746225071,21.54,1746225071,6.346210000000001
1746225073,21.66,1746225073,6.369670000000001
1746225075,21.67,1746225075,6.342130000000001
1746225077,21.69,1746225077,6.397210000000001
1746225079,21.74,1746225079,6.39109
1746225081,21.57,1746225081,6.400270000000001
1746225083,21.76,1746225083,6.404350000000001
1746225085,21.69,1746225085,6.623650000000001
1746225087,21.64,1746225087,6.57469
1746225089,21.59,1746225089,6.63997
1746225091,21.76,1746225091,8.58817
1746225093,21.76,1746225093,6.37069
1746225095,21.81,1746225095,8.37091
1746225097,21.51,1746225097,8.33521
1746225099,21.79,1746225099,6.249310000000001
1746225101,21.62,1746225101,4.01347
1746225102,21.72,1746225102,2.7119500000000003
1746225104,21.76,1746225104,5.25277
1746225106,21.72,1746225106,2.96695
1746225108,21.54,1746225108,2.84149
1746225110,21.64,1746225110,2.8057900000000005
1746225112,21.44,1746225112,2.7823300000000004
1746225114,21.64,1746225114,2.9067700000000003
1746225116,21.69,1746225116,2.9047300000000003
1746225118,21.41,1746225118,2.92411
1746225120,21.54,1746225120,3.3086500000000005
1746225122,21.71,1746225122,2.99551
1746225124,21.81,1746225124,3.32089
1746225126,21.74,1746225126,3.0179500000000004
1746225128,21.69,1746225128,3.05977
1746225130,21.72,1746225130,3.0781300000000003
1746225132,21.74,1746225132,3.10057
1746225134,21.61,1746225134,3.1158699999999997
1746225136,21.66,1746225136,3.07201
1746225138,21.61,1746225138,3.10669
1746225140,21.87,1746225140,3.0924100000000005
1746225142,21.61,1746225142,3.11077
1746225144,21.69,1746225144,3.1250500000000003
1746225146,21.71,1746225146,3.1760500000000005
1746225148,21.74,1746225148,5.999410000000001
1746225150,21.69,1746225150,5.99329
1746225152,21.91,1746225152,6.04837
1746225154,21.76,1746225154,6.02899
1746225156,21.81,1746225156,6.021850000000001
1746225158,21.94,1746225158,6.03613
1746225160,21.81,1746225160,6.05653
1746225162,21.77,1746225162,6.08305
1746225164,22.02,1746225164,6.072850000000001
1746225166,21.64,1746225166,4.09201
1746225168,21.46,1746225168,1.2523300000000002
1746225170,21.56,1746225170,0.63625
1746225172,21.46,1746225172,0.63829
1746225174,21.52,1746225174,0.5852499999999998
1746225176,21.57,1746225176,0.4832500000000004
1746225178,21.39,1746225178,0.44245000000000045
1746225180,21.44,1746225180,0.9708099999999997
1746225182,21.52,1746225182,1.02385
1746225184,21.54,1746225184,1.0401700000000003
1746225186,21.44,1746225186,1.0636300000000003
1746225188,21.32,1746225188,1.0330300000000006
1746225190,21.44,1746225190,1.01059
1746225192,21.26,1746225192,1.06669
1746225194,21.36,1746225194,1.1217700000000002
1746225196,21.37,1746225196,0.6515499999999999
1746225198,21.49,1746225198,1.1442099999999997
1746225200,21.39,1746225200,1.16053
1746225202,21.24,1746225202,1.1615500000000005
1746225204,21.44,1746225204,1.19725
1746225206,21.59,1746225206,1.2043900000000005
1746225208,21.34,1746225208,1.19725
1746225210,21.49,1746225210,1.19725
1746225212,21.44,1746225212,3.7054300000000002
1746225214,21.36,1746225214,20.19577
1746225216,21.69,1746225216,43.70677
1746225218,21.69,1746225218,10.86787
1746225220,21.89,1746225220,-0.44801
1746225222,21.74,1746225222,0.8178100000000001
1746225224,21.81,1746225224,0.8208699999999998
1746225226,21.74,1746225226,0.6637900000000001
1746225228,21.82,1746225228,0.6709299999999998
